source_url	parsed_url
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_portrait.png
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_landscape.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_landscape.png
https://regex101.com/	https://regex101.com
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/settings
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_landscape.png
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/legislation-may-not-be-enough-allow-ivf-clinics-resume-operation-alabama-you-might-not
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/bannons-war-room-media-home-project-2025-and-trumps-retribution-plans
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/lara-trump/lara-trump-says-she-wants-hire-qanon-conspiracy-theorist-scott-presler-work-rnc
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-tells-republicans-take-action-counter-taylor-swift-and-swifties
https://www.mediamatters.org/	https://www.mediamatters.org/social-security/right-wing-media-are-coming-your-retirement
https://www.mediamatters.org/	https://www.mediamatters.org/libs-tiktok/libs-tiktok-going-beyond-anti-lgbtq-attacks-spread-extreme-bigotry-around-immigration
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_thG7wBuflCjJ3nktda2ZBCcTkTfSKUm-iIlQKc3SeaM.css
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trump-presumptive-nominee-maga-media-are-framing-election-referendum-mass-deportations
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/christina-bobb
https://www.mediamatters.org/	https://www.mediamatters.org/crime-and-criminal-justice/violent-crime-down-nationally-fox-news-would-rather-talk-about-vibes
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/fox-news-lets-trump-ramble-about-inflation-which-his-policies-would-actually-make-worse
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/manosphere/misogynistic-manosphere-influencers-embrace-nazism
https://www.mediamatters.org/	https://www.mediamatters.org/candace-owens/candace-owens-transvestigates-first-lady-france
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/ben-shapiro/having-once-called-him-ignoramus-ben-shapiro-now-kisses-donald-trumps-ring
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/haiti-faces-mounting-humanitarian-crisis-right-wing-media-figures-defend-trumps
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_RU1WYR7X70QjhvL62_lE-Mmsn10zn8D85_M4ztVfCCs.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/laura-ingraham-lashes-out-mike-pence-following-his-refusal-endorse-donald-trump
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/conspiracy-theories-about-record-breaking-texas-wildfire-spread-online-after-biden-visited
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-newt-gingrich-uses-ongoing-mass-shooting-maine-push-less-restrictive-gun-laws
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/study-fox-news-ran-nearly-400-weekday-segments-migrant-crime-first-10-weeks-2024
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/dont-believe-right-wing-media-propaganda-about-gop-support-ivf
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/students-life-promotes-debunked-claim-medication-abortion-polluting-wastewater
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/frank-gaffney-calls-sen-chuck-schumer-court-jew-and-claims-psychology-jews-pretty
https://www.mediamatters.org/	https://www.mediamatters.org/greg-gutfeld/greg-gutfeld-blames-reverse-sexism-resignation-georgia-prosecutor-nathan-wade
https://www.mediamatters.org/	https://www.mediamatters.org/tim-pool/youtube-profiting-tim-pools-abhorrent-commentary-mass-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/manufacturing-fear-how-fox-news-leveraged-images-innocent-22-year-old-fearmonger-about
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/altered-state-union-floundering-right-claims-biden-must-have-been-drugs
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/maga-extremists-are-celebrating-mark-robinsons-antisemitism-and-extremism-mainstream
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-attempt-manufacture-biden-crime-crisis-runs-problem-violent-crime-down
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/viral-right-wing-homesteading-influencers-are-demonizing-migrants-and-pushing-nativist
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/days-after-fox-vp-cut-trump-event-fact-check-him-fox-anchor-railed-against-news-outlets
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/virulent-antisemite-tells-jeanine-pirro-2nd-amendment-needed-take-care-these-vermin-who
https://www.mediamatters.org/	https://www.mediamatters.org/ben-shapiro/ben-shapiro-no-one-united-states-should-be-retiring-65-years-old
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/matt-walsh-calls-social-security-be-abolished
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/news-outlets-trumpeted-hurs-story-now-discover-context-and-nuance-transcript
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/how-broadcast-tv-networks-covered-climate-change-2023
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-aaron-rodgers-would-be-brilliant-vice-presidential-candidate
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/right-wing-media-revive-false-claim-trump-authorized-10000-national-guard
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/most-tv-news-networks-failed-mention-role-climate-change-texas-largest-wildfire
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/crime-and-criminal-justice/bomb-threat-and-hate-speech-against-library-follow-targeted-harassment
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/san-bernardino-pride-flag-murderer-and-inevitable-consequences-right-wing-media-hate
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/watch-chris-hayes-highlight-how-fox-news-directed-hate-fest-towards-exonerated-22-year-old
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/secret-flights-dont-exist-what-right-wing-media-get-wrong-about-humanitarian-parole
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/satanic-plant-and-facilitator-genocide-right-wing-medias-unhinged-response-olivia
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/matt-walsh-flouted-youtube-guidelines-anti-lgbtq-hate-after-being-stripped-advertiser
https://www.mediamatters.org/	https://www.mediamatters.org/laura-ingraham/laura-ingraham-issues-air-correction-graphic-confusing-witnesses-fulton-da-fani
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-advises-americans-struggling-financially-live-beneath-your-means
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-you-have-be-prepared-go-prison-trump-movement
https://www.mediamatters.org/	https://www.mediamatters.org/jeanine-pirro/yes-donald-trump-has-been-charged-obstruction-his-classified-documents-case
https://www.mediamatters.org/	https://www.mediamatters.org/social-security/ben-shapiro-belly-flops-social-security-retirement-itself-stupid-idea
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
